timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-05-05 19:53:18,,,,,,,22.0,0.0,7.958,4.0,50.5160791,-84.8062887,7.958,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:19,,,,,,,22.0,7.91,7.817,4.0,50.516138,-84.8063712,7.817,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:20,,,,,,,22.0,15.99,8.084,4.0,50.5161982,-84.8064554,8.084,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:21,,,,,,,22.0,24.3,7.997,4.0,50.5162534,-84.80655,7.997,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:22,,,,,,,22.0,31.93,7.849,3.0,50.516307,-84.8066335,7.849,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:23,,,,,,,22.0,40.58,8.316,3.0,50.516373,-84.8067216,8.316,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:24,,,,,,,22.0,49.91,8.357,3.0,50.5164191,-84.8068416,8.357,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:25,,,,,,,22.0,58.84,8.377,3.0,50.516474,-84.8069474,8.377,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:26,,,,,,,22.0,67.98,8.407,3.0,50.5165407,-84.8070448,8.407,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:27,,,,,,,22.0,76.98,8.16,3.0,50.5166038,-84.8071434,8.16,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:28,,,,,,,22.0,85.7,8.1,3.0,50.5166495,-84.8072536,8.1,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:29,,,,,,,22.0,95.09,8.23,3.0,50.5167069,-84.8073654,8.23,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:30,,,,,,,23.0,103.45,8.033,3.0,50.5167616,-84.8074612,8.033,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:31,,,,,,,23.0,112.66,8.234,3.0,50.5168243,-84.8075645,8.234,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:32,,0.0,0.0,0.0,0.0,0.0,23.0,121.23,8.194,3.0,50.5168744,-84.8076685,8.194,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:33,,0.0,0.0,0.0,0.0,0.0,23.0,129.92,8.62,3.0,50.5169252,-84.807774,8.62,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:34,,0.0,0.0,0.0,0.0,0.0,23.0,138.45,8.416,3.0,50.5169848,-84.8078679,8.416,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:35,,0.0,0.0,0.0,0.0,0.0,23.0,146.86,8.433,3.0,50.5170406,-84.8079635,8.433,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:36,,0.0,0.0,0.0,0.0,0.0,23.0,155.48,8.306,3.0,50.5171028,-84.808056,8.306,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:37,,0.0,0.0,0.0,0.0,0.0,23.0,163.52,7.947,3.0,50.5171612,-84.8081416,7.947,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:38,,0.0,0.0,0.0,0.0,0.0,23.0,172.7,8.492,3.0,50.5172358,-84.8082285,8.492,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:39,,0.0,0.0,0.0,0.0,0.0,23.0,181.28,8.436,3.0,50.5173023,-84.8083147,8.436,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:40,,0.0,0.0,0.0,0.0,0.0,23.0,190.19,8.793,3.0,50.5173738,-84.8084003,8.793,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:41,,0.0,0.0,0.0,0.0,0.0,23.0,198.85,8.455,3.0,50.5174417,-84.8084861,8.455,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:42,,0.0,0.0,0.0,0.0,0.0,23.0,207.1,8.434,3.0,50.5175084,-84.8085646,8.434,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:43,,0.0,0.0,0.0,0.0,0.0,23.0,215.41,8.373,3.0,50.5175749,-84.8086448,8.373,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:44,,0.0,0.0,0.0,0.0,0.0,23.0,224.02,8.236,3.0,50.5176439,-84.8087279,8.236,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:45,,0.0,0.0,0.0,0.0,0.0,23.0,232.15,8.083,3.0,50.5177152,-84.8087958,8.083,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:46,,0.0,0.0,0.0,0.0,0.0,23.0,239.84,7.96,3.0,50.5177866,-84.8088518,7.96,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:47,,0.0,0.0,0.0,0.0,0.0,23.0,247.43,7.519,3.0,50.5178605,-84.8088981,7.519,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:48,,0.0,0.0,0.0,0.0,0.0,23.0,255.24,7.501,3.0,50.5179364,-84.808946,7.501,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:49,,0.0,0.0,0.0,0.0,0.0,23.0,262.9,7.774,3.0,50.518012,-84.8089899,7.774,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:50,,0.0,0.0,0.0,0.0,0.0,23.0,271.26,7.894,3.0,50.5180964,-84.8090313,7.894,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:51,,0.0,0.0,0.0,0.0,0.0,23.0,280.07,8.019,3.0,50.5181856,-84.8090739,8.019,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:52,,0.0,0.0,0.0,0.0,0.0,23.0,289.03,8.356,3.0,50.5182763,-84.8091172,8.356,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:53,,0.0,0.0,0.0,0.0,0.0,23.0,298.8,8.79,3.0,50.518377,-84.8091569,8.79,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:54,,0.0,0.0,0.0,0.0,0.0,23.0,307.67,8.661,3.0,50.5184677,-84.8091962,8.661,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:55,,0.0,0.0,0.0,0.0,0.0,23.0,316.71,8.638,3.0,50.5185595,-84.809239,8.638,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:56,,0.0,0.0,0.0,0.0,0.0,23.0,325.37,8.48,3.0,50.5186476,-84.809279,8.48,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:57,,0.0,0.0,0.0,0.0,0.0,23.0,333.78,8.341,3.0,50.518733,-84.8093187,8.341,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:58,,0.0,0.0,0.0,0.0,0.0,23.0,342.14,8.488,3.0,50.5188174,-84.8093599,8.488,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:53:59,,0.0,0.0,0.0,0.0,0.0,23.0,350.87,8.313,3.0,50.5189058,-84.8094021,8.313,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:00,,0.0,0.0,0.0,0.0,0.0,23.0,359.21,8.273,3.0,50.5189905,-84.8094415,8.273,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:01,,0.0,0.0,0.0,0.0,0.0,23.0,367.13,8.118,3.0,50.519071,-84.8094788,8.118,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:02,,0.0,0.0,0.0,0.0,0.0,23.0,373.8,7.724,3.0,50.5191371,-84.8095159,7.724,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:03,,0.0,0.0,0.0,0.0,0.0,23.0,381.55,6.007,3.0,50.5192109,-84.8095676,6.007,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:04,,0.0,0.0,0.0,0.0,0.0,23.0,386.74,5.06,3.0,50.5192594,-84.8096045,5.06,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:05,,0.0,0.0,0.0,0.0,0.0,23.0,390.66,3.319,3.0,50.5192919,-84.8096406,3.319,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:06,,0.0,0.0,0.0,0.0,0.0,23.0,393.92,2.653,3.0,50.5193219,-84.8096648,2.653,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:07,,0.0,0.0,0.0,0.0,0.0,23.0,396.06,1.869,3.0,50.5193397,-84.8096844,1.869,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:08,,0.0,0.0,0.0,0.0,0.0,23.0,397.91,1.958,3.0,50.5193515,-84.8097059,1.958,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:09,,0.0,0.0,0.0,0.0,0.0,23.0,400.57,2.874,3.0,50.5193736,-84.8097303,2.874,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:10,,0.0,0.0,0.0,0.0,0.0,23.0,404.12,3.586,3.0,50.5194093,-84.8097483,3.586,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:11,,0.0,0.0,0.0,0.0,0.0,23.0,408.21,4.167,3.0,50.5194466,-84.8097796,4.167,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:12,,0.0,0.0,0.0,0.0,0.0,23.0,413.27,5.013,3.0,50.5194945,-84.8098142,5.013,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:13,,0.0,0.0,0.0,0.0,0.0,23.0,419.43,6.107,3.0,50.519554,-84.8098533,6.107,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:14,,0.0,0.0,0.0,0.0,0.0,23.0,425.79,6.273,3.0,50.5196127,-84.8099002,6.273,,,,2022,5,5,19,2.95,24.0
2022-05-05 19:54:15,,0.0,0.0,0.0,0.0,0.0,23.0,432.51,6.652,3.0,50.5196785,-84.8099404,6.652,10.199999999999989,10.199999999999989,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:16,,0.0,0.0,0.0,0.0,0.0,23.0,439.33,6.684,3.0,50.5197461,-84.8099783,6.684,10.199999999999989,10.199999999999989,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:17,,0.0,0.0,0.0,0.0,0.0,23.0,446.44,6.553,3.0,50.5198186,-84.8100107,6.553,10.0,10.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:18,,0.0,0.0,0.0,0.0,0.0,23.0,453.24,6.764,3.0,50.5198884,-84.8100398,6.764,10.0,10.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:19,,0.0,0.0,0.0,0.0,0.0,23.0,460.26,6.973,3.0,50.5199579,-84.8100791,6.973,9.800000000000011,9.800000000000011,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:20,,0.0,0.0,0.0,0.0,0.0,23.0,467.51,6.689,3.0,50.5200291,-84.8101214,6.689,9.800000000000011,9.800000000000011,-0.02,2022,5,5,19,2.95,24.0
2022-05-05 19:54:21,,0.0,0.0,0.0,0.0,0.0,23.0,475.44,7.213,3.0,50.5201086,-84.8101626,7.213,9.800000000000011,9.800000000000011,-0.7,2022,5,5,19,2.95,24.0
2022-05-05 19:54:22,,0.0,0.0,0.0,0.0,0.0,23.0,483.23,7.313,3.0,50.5201868,-84.8102027,7.313,9.800000000000011,9.800000000000011,-1.23,2022,5,5,19,2.95,24.0
2022-05-05 19:54:23,,0.0,0.0,0.0,0.0,0.0,23.0,491.2,7.513,3.0,50.5202677,-84.8102403,7.513,10.0,10.0,-0.55,2022,5,5,19,2.95,24.0
2022-05-05 19:54:24,,0.0,0.0,0.0,0.0,0.0,23.0,499.66,7.484,3.0,50.5203565,-84.8102664,7.484,10.0,10.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:25,,0.0,0.0,0.0,0.0,0.0,23.0,508.03,7.721,3.0,50.5204429,-84.8103002,7.721,10.0,10.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:26,,0.0,0.0,0.0,0.0,0.0,23.0,516.25,7.732,2.0,50.5205283,-84.8103301,7.732,9.800000000000011,9.800000000000011,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:27,,0.0,0.0,0.0,0.0,0.0,23.0,523.6,6.952,2.0,50.5205989,-84.8103776,6.952,9.800000000000011,9.800000000000011,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:28,,0.0,0.0,0.0,0.0,0.0,23.0,530.68,6.942,2.0,50.5206633,-84.8104319,6.942,9.800000000000011,9.800000000000011,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:29,,0.0,0.0,0.0,0.0,0.0,23.0,537.96,6.736,2.0,50.5207289,-84.8104895,6.736,9.800000000000011,9.800000000000011,0.0,2022,5,5,19,2.95,24.0
