altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,ascent,battery_soc,descent,grade,temperature,cadence,calories,power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
41.200000000000045,0.0,41.200000000000045,4.736,2,50.5122725,-84.8120764,4.736,2022-08-23 16:32:36,,,,,,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,2.12,41.200000000000045,4.512,2,50.512291,-84.8120903,4.512,2022-08-23 16:32:37,0.0,82.0,0.0,-1.61,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,4.34,41.200000000000045,4.311,2,50.5123106,-84.8121049,4.311,2022-08-23 16:32:38,0.0,,0.0,-1.55,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,9.48,41.200000000000045,4.769,2,50.5123627,-84.8121424,4.769,2022-08-23 16:32:39,0.0,,0.0,-1.42,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,14.62,41.200000000000045,4.96,2,50.5124102,-84.8121715,4.96,2022-08-23 16:32:40,0.0,,0.0,-1.23,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.0,19.42,41.0,5.123,2,50.512456,-84.8122047,5.123,2022-08-23 16:32:41,0.0,,0.0,-1.05,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.0,25.81,41.0,5.759,2,50.5125202,-84.8122432,5.759,2022-08-23 16:32:42,0.0,,0.0,-0.53,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.0,31.13,41.0,5.645,2,50.5125757,-84.8122691,5.645,2022-08-23 16:32:43,0.0,,0.0,0.0,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,36.49,41.200000000000045,5.211,2,50.5126283,-84.8122981,5.211,2022-08-23 16:32:44,0.0,,0.0,0.0,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,41.32,41.200000000000045,4.913,2,50.5126744,-84.8123254,4.913,2022-08-23 16:32:45,0.0,,0.0,0.0,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,46.07,41.200000000000045,4.811,2,50.5127233,-84.8123537,4.811,2022-08-23 16:32:46,0.0,,0.0,0.0,21.0,,,,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,50.52,41.200000000000045,4.585,2,50.5127636,-84.8123895,4.585,2022-08-23 16:32:47,0.0,,0.0,0.0,21.0,67.0,0.0,66.0,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,55.11,41.200000000000045,4.585,2,50.512806,-84.812425,4.585,2022-08-23 16:32:48,0.0,,0.0,0.0,21.0,68.0,0.0,63.0,11.0,46.0,43.0,17.5,57.0,2022,8,23,16,1.2,180.0
41.200000000000045,60.89,41.200000000000045,5.414,2,50.5128617,-84.8124526,5.414,2022-08-23 16:32:49,0.0,,0.0,0.0,21.0,69.0,0.0,60.0,11.5,45.0,41.5,15.0,51.5,2022,8,23,16,1.2,180.0
41.200000000000045,66.91,41.200000000000045,5.895,2,50.5129214,-84.81248,5.895,2022-08-23 16:32:50,0.0,,0.0,0.0,21.0,67.0,0.0,56.0,11.5,41.0,40.5,13.0,46.5,2022,8,23,16,1.2,180.0
41.200000000000045,73.02,41.200000000000045,6.078,2,50.5129848,-84.8125081,6.078,2022-08-23 16:32:51,0.0,,0.0,0.0,21.0,69.0,0.0,48.0,12.0,32.0,41.5,12.0,43.5,2022,8,23,16,1.2,180.0
41.200000000000045,79.52,41.200000000000045,6.355,2,50.513049,-84.8125437,6.355,2022-08-23 16:32:52,0.0,,0.0,0.0,21.0,74.0,0.0,50.0,12.0,47.0,42.5,11.0,40.5,2022,8,23,16,1.2,180.0
41.200000000000045,85.64,41.200000000000045,6.182,2,50.5131116,-84.8125731,6.182,2022-08-23 16:32:53,0.0,,0.0,0.0,21.0,76.0,0.0,52.0,12.5,54.0,44.0,9.5,37.5,2022,8,23,16,1.2,180.0
41.200000000000045,91.49,41.200000000000045,5.991,2,50.5131657,-84.8126163,5.991,2022-08-23 16:32:54,0.0,,0.0,0.0,21.0,75.0,0.0,53.0,12.0,53.0,42.5,9.5,36.5,2022,8,23,16,1.2,180.0
41.200000000000045,96.93,41.200000000000045,5.49,2,50.5132207,-84.8126451,5.49,2022-08-23 16:32:55,0.0,,0.0,0.0,21.0,74.0,0.0,52.0,10.0,49.0,37.0,11.0,38.5,2022,8,23,16,1.2,180.0
41.200000000000045,102.27,41.200000000000045,5.415,2,50.5132711,-84.8126814,5.415,2022-08-23 16:32:56,0.0,,0.0,0.0,21.0,72.0,0.0,54.0,11.0,49.0,39.0,10.5,39.0,2022,8,23,16,1.2,180.0
41.39999999999998,107.61,41.39999999999998,5.378,2,50.5133238,-84.8127155,5.378,2022-08-23 16:32:57,0.0,,0.0,0.0,21.0,59.0,0.0,49.0,12.0,50.0,45.5,10.5,39.0,2022,8,23,16,1.2,180.0
41.39999999999998,111.68,41.39999999999998,4.426,2,50.5133631,-84.8127342,4.426,2022-08-23 16:32:58,0.0,,0.0,0.0,21.0,40.0,0.0,39.0,14.0,50.0,53.5,10.5,39.0,2022,8,23,16,1.2,180.0
41.60000000000002,115.27,41.60000000000002,3.735,2,50.5133959,-84.8127612,3.735,2022-08-23 16:32:59,0.0,,0.0,0.0,21.0,21.0,0.0,29.0,17.0,49.0,61.0,10.5,38.5,2022,8,23,16,1.2,180.0
41.60000000000002,118.21,41.60000000000002,3.183,2,50.5134264,-84.8127772,3.183,2022-08-23 16:33:00,0.0,,0.0,0.0,21.0,3.0,0.0,0.0,20.0,47.0,69.0,10.5,38.5,2022,8,23,16,1.2,180.0
41.799999999999955,120.53,41.799999999999955,2.516,2,50.5134502,-84.8127752,2.516,2022-08-23 16:33:01,0.0,,0.0,0.0,21.0,0.0,0.0,0.0,23.0,46.0,77.0,10.5,38.5,2022,8,23,16,1.2,180.0
41.799999999999955,123.62,41.799999999999955,2.951,2,50.5134822,-84.812757,2.951,2022-08-23 16:33:02,0.0,,0.0,0.6,21.0,2.0,0.0,0.0,25.5,44.0,84.5,10.5,38.0,2022,8,23,16,1.2,180.0
41.799999999999955,127.04,41.799999999999955,3.317,2,50.5135146,-84.812738,3.317,2022-08-23 16:33:03,0.0,,0.0,1.45,21.0,6.0,0.0,2.0,28.5,53.0,90.5,10.0,37.0,2022,8,23,16,1.2,180.0
41.799999999999955,131.18,41.799999999999955,3.946,2,50.5135553,-84.8127096,3.946,2022-08-23 16:33:04,0.0,,0.0,1.52,21.0,10.0,0.0,3.0,31.0,64.0,93.0,8.5,34.0,2022,8,23,16,1.2,180.0
41.799999999999955,135.35,41.799999999999955,4.101,2,50.5135909,-84.8126726,4.101,2022-08-23 16:33:05,0.0,,0.0,1.5,21.0,42.0,0.0,41.0,33.5,71.0,95.5,7.0,31.5,2022,8,23,16,1.2,180.0
