timestamp,battery_soc,temperature,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2023-06-18 02:24:37,,11.0,83.0,25.5,50.0,90.5,240.0,26.5,96.0,0.0,7.212,5.0,50.3958319,-84.5675859,7.212,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:38,,11.0,83.0,25.5,49.0,89.0,240.0,26.0,95.5,4.74,7.26,5.0,50.395781,-84.5675872,7.26,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:39,,11.0,83.0,25.5,48.0,87.5,243.0,25.5,94.5,10.54,7.293,5.0,50.3957188,-84.5675871,7.293,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:40,,11.0,82.0,25.5,49.0,86.5,243.0,25.5,93.0,18.12,7.328,5.0,50.3956376,-84.567592,7.328,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:41,,11.0,82.0,26.0,50.0,87.0,240.0,25.5,91.5,26.4,7.4,5.0,50.3955496,-84.567609,7.4,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:42,,11.0,82.0,25.5,50.0,87.5,239.0,26.5,90.5,35.13,7.323,5.0,50.3954568,-84.567627,7.323,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:43,,11.0,83.0,26.0,50.0,88.5,244.0,25.5,89.0,43.0,6.996,5.0,50.3953727,-84.5676379,6.996,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:44,,11.0,83.0,26.0,50.0,88.0,249.0,24.5,87.5,50.45,6.761,5.0,50.3952928,-84.5676424,6.761,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:45,,11.0,82.0,26.0,50.0,87.5,262.0,24.5,88.0,58.18,6.627,5.0,50.3952103,-84.5676515,6.627,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:46,,11.0,82.0,26.5,51.0,87.5,288.0,25.0,88.5,65.46,6.204,4.0,50.3951329,-84.5676619,6.204,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:47,,11.0,81.0,26.5,51.0,87.5,266.0,25.0,88.5,71.48,5.597,4.0,50.3950683,-84.5676611,5.597,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:48,,11.0,81.0,26.5,50.0,87.5,237.0,25.0,88.5,77.35,5.724,4.0,50.3950054,-84.5676611,5.724,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:49,,11.0,81.0,26.5,48.0,87.5,223.0,25.0,88.5,83.78,6.535,4.0,50.3949364,-84.5676567,6.535,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:50,,11.0,81.0,26.5,48.0,87.5,246.0,25.0,88.5,90.48,6.755,4.0,50.3948647,-84.5676499,6.755,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:51,,11.0,80.0,26.5,48.0,87.5,281.0,25.0,88.5,97.18,6.744,4.0,50.3947937,-84.5676346,6.744,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:52,,11.0,79.0,26.5,48.0,87.5,294.0,25.0,88.5,103.88,6.607,5.0,50.3947227,-84.5676184,6.607,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:53,,11.0,79.0,26.5,49.0,87.5,281.0,25.0,88.5,110.52,6.571,5.0,50.3946528,-84.5676002,6.571,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:54,,11.0,80.0,26.5,51.0,87.5,279.0,25.0,88.5,117.51,6.582,5.0,50.3945794,-84.5675818,6.582,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:55,,11.0,80.0,26.5,51.0,87.5,248.0,25.5,90.0,125.85,6.503,4.0,50.394492,-84.5675946,6.503,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:56,,11.0,80.0,26.5,50.0,87.5,215.0,26.0,91.5,134.27,6.359,4.0,50.3944052,-84.5676263,6.359,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:57,,11.0,80.0,26.5,50.0,88.0,182.0,26.0,93.0,141.24,6.078,4.0,50.3943309,-84.5676382,6.078,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:58,,11.0,80.0,26.5,49.0,88.0,149.0,26.5,94.5,147.8,5.665,4.0,50.3942613,-84.5676526,5.665,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:24:59,,11.0,72.0,26.5,42.0,88.0,120.0,27.0,96.0,153.98,5.403,4.0,50.3941959,-84.5676674,5.403,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:00,,11.0,32.0,26.5,9.0,88.0,108.0,27.0,96.0,159.83,5.521,4.0,50.3941334,-84.5676763,5.521,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:01,,11.0,21.0,26.0,17.0,87.5,140.0,25.5,93.5,165.89,5.679,4.0,50.3940686,-84.5676788,5.679,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:02,,11.0,20.0,25.5,40.0,86.5,191.0,23.5,89.5,172.33,5.674,4.0,50.3939996,-84.5676712,5.674,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:03,,11.0,44.0,25.5,47.0,86.0,210.0,23.0,88.5,178.44,5.71,4.0,50.3939385,-84.5676487,5.71,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:04,,11.0,62.0,25.5,47.0,86.0,236.0,23.0,88.5,184.34,5.746,4.0,50.3938892,-84.5675955,5.746,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:05,,11.0,68.0,25.5,47.0,86.0,290.0,23.0,88.5,190.5,5.971,4.0,50.3938434,-84.5675314,5.971,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:06,,11.0,75.0,26.5,47.0,90.5,307.0,25.0,88.0,196.96,6.506,4.0,50.3937985,-84.5674601,6.506,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:07,,11.0,79.0,27.5,47.0,95.0,298.0,27.0,87.0,203.81,6.807,4.0,50.3937541,-84.5673812,6.807,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:08,,11.0,83.0,27.0,48.0,93.0,260.0,26.5,88.0,210.99,7.066,4.0,50.3937074,-84.5672986,7.066,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:09,,11.0,88.0,23.5,51.0,84.5,216.0,25.5,94.0,218.32,7.327,4.0,50.3936555,-84.5672194,7.327,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:10,,11.0,89.0,20.5,56.0,78.0,169.0,25.5,92.0,225.69,7.453,4.0,50.3935985,-84.5671456,7.453,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:11,,11.0,86.0,18.0,48.0,63.5,139.0,22.0,84.5,233.51,7.79,4.0,50.3935393,-84.5670655,7.79,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:12,,11.0,85.0,17.0,45.0,54.5,129.0,19.5,79.0,241.82,8.258,4.0,50.3934727,-84.5669857,8.258,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:13,,11.0,88.0,17.0,50.0,54.5,131.0,19.5,79.0,250.72,8.577,4.0,50.3933959,-84.5669092,8.577,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:14,,11.0,91.0,17.0,46.0,54.5,129.0,19.5,79.0,259.94,9.006,4.0,50.3933151,-84.5668324,9.006,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:15,,11.0,94.0,16.5,45.0,58.0,167.0,19.5,72.0,269.01,9.246,4.0,50.393233,-84.566762,9.246,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:16,,11.0,93.0,19.0,47.0,69.5,186.0,17.5,63.5,278.4,9.482,4.0,50.3931436,-84.5666994,9.482,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:17,,11.0,91.0,21.5,50.0,77.0,176.0,18.0,66.0,288.26,9.658,4.0,50.393049,-84.5666354,9.658,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:18,,11.0,92.0,20.5,51.0,71.5,166.0,21.0,77.0,298.01,9.66,4.0,50.3929563,-84.5665698,9.66,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:19,,11.0,93.0,20.5,48.0,67.5,183.0,19.0,71.5,307.65,9.47,4.0,50.3928645,-84.5665053,9.47,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:20,,11.0,94.0,21.0,50.0,72.0,207.0,18.5,69.0,316.9,9.464,4.0,50.3927756,-84.5664454,9.464,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:21,,11.0,93.0,21.5,51.0,77.0,210.0,18.5,69.5,326.2,9.421,4.0,50.3926866,-84.5663846,9.421,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:22,,11.0,92.0,22.0,51.0,80.5,193.0,19.0,71.0,336.52,9.333,4.0,50.3925886,-84.566315,9.333,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:23,,11.0,92.0,22.0,48.0,75.5,220.0,19.5,75.5,346.04,9.341,4.0,50.392497,-84.566254,9.341,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:24,,11.0,92.0,23.5,52.0,81.5,223.0,21.0,83.0,355.53,9.333,4.0,50.3924044,-84.5661969,9.333,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:25,,11.0,92.0,23.5,52.0,81.5,220.0,21.0,83.0,365.0,9.211,4.0,50.3923109,-84.5661427,9.211,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:26,,11.0,92.0,23.5,50.0,81.5,210.0,21.0,83.0,374.37,9.048,4.0,50.3922192,-84.5660869,9.048,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:27,,11.0,91.0,23.5,47.0,81.5,194.0,21.0,83.0,383.68,9.042,3.0,50.3921286,-84.56603,9.042,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:28,,11.0,90.0,23.5,47.0,81.5,215.0,21.0,83.0,392.62,9.007,3.0,50.3920414,-84.5659761,9.007,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:29,,11.0,90.0,23.5,48.0,81.5,237.0,21.0,83.0,401.67,8.991,3.0,50.3919515,-84.5659261,8.991,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:30,,11.0,89.0,23.5,49.0,81.5,246.0,21.5,84.0,410.85,9.001,3.0,50.3918598,-84.5658777,9.001,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:31,,11.0,89.0,24.0,52.0,81.0,243.0,22.5,86.5,419.93,8.912,3.0,50.3917685,-84.5658318,8.912,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:32,,11.0,89.0,23.5,54.0,81.5,253.0,23.0,85.5,428.6,8.666,3.0,50.3916825,-84.5657837,8.666,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:33,,11.0,89.0,23.0,54.0,83.0,272.0,23.0,83.0,437.18,8.404,3.0,50.3915982,-84.5657335,8.404,,,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:34,,11.0,89.0,24.0,54.0,84.5,272.0,24.5,87.0,445.81,8.417,3.0,50.3915127,-84.5656858,8.417,-9.199999999999989,-9.199999999999989,,2023,6,18,2,3.05,139.0
2023-06-18 02:25:35,,11.0,90.0,24.5,54.0,85.5,256.0,24.5,87.0,454.58,8.715,3.0,50.3914256,-84.5656373,8.715,-9.199999999999989,-9.199999999999989,0.0,2023,6,18,2,3.05,139.0
2023-06-18 02:25:36,,11.0,90.0,25.0,54.0,86.0,251.0,24.5,87.0,463.55,8.772,3.0,50.3913356,-84.5655909,8.772,-9.199999999999989,-9.199999999999989,0.0,2023,6,18,2,3.05,139.0
2023-06-18 02:25:37,,11.0,89.0,25.0,54.0,85.5,253.0,24.5,87.5,472.42,8.727,3.0,50.3912453,-84.5655501,8.727,-9.199999999999989,-9.199999999999989,0.0,2023,6,18,2,3.05,139.0
2023-06-18 02:25:38,,11.0,89.0,25.0,55.0,85.0,254.0,24.5,88.0,480.89,8.026,3.0,50.3911581,-84.5655158,8.026,-9.199999999999989,-9.199999999999989,0.0,2023,6,18,2,3.05,139.0
2023-06-18 02:25:39,,11.0,89.0,25.0,55.0,84.5,255.0,24.0,88.5,488.57,7.156,3.0,50.3910776,-84.5654914,7.156,-9.199999999999989,-9.199999999999989,0.0,2023,6,18,2,3.05,139.0
2023-06-18 02:25:40,,12.0,89.0,25.0,56.0,83.5,256.0,24.0,89.5,496.01,7.554,3.0,50.3910004,-84.5654646,7.554,-9.0,-9.0,0.06,2023,6,18,2,3.05,139.0
2023-06-18 02:25:41,,12.0,88.0,24.5,56.0,86.5,259.0,23.0,86.5,504.39,8.407,3.0,50.3909139,-84.5654311,8.407,-9.0,-9.0,0.42,2023,6,18,2,3.05,139.0
2023-06-18 02:25:42,,12.0,87.0,24.5,56.0,89.0,264.0,22.5,83.5,513.38,8.018,3.0,50.3908193,-84.5654056,8.018,-8.800000000000011,-8.800000000000011,0.85,2023,6,18,2,3.05,139.0
2023-06-18 02:25:43,,12.0,84.0,24.5,56.0,89.0,252.0,22.5,83.5,521.33,7.568,3.0,50.3907347,-84.56539,7.568,-8.600000000000023,-8.600000000000023,1.13,2023,6,18,2,3.05,139.0
2023-06-18 02:25:44,,12.0,82.0,24.5,56.0,89.0,242.0,22.5,83.5,528.89,7.351,3.0,50.3906538,-84.5653843,7.351,-8.399999999999977,-8.399999999999977,1.45,2023,6,18,2,3.05,139.0
2023-06-18 02:25:45,,12.0,80.0,25.0,55.0,90.5,285.0,23.0,85.0,536.64,7.281,3.0,50.3905706,-84.5653867,7.281,-8.199999999999989,-8.199999999999989,1.85,2023,6,18,2,3.05,139.0
2023-06-18 02:25:46,,12.0,80.0,27.0,53.0,95.5,283.0,26.0,90.5,545.18,7.747,3.0,50.3904795,-84.5653962,7.747,-7.800000000000011,-7.800000000000011,2.32,2023,6,18,2,3.05,139.0
2023-06-18 02:25:47,,12.0,79.0,28.0,51.0,98.0,281.0,27.5,94.0,553.52,7.609,3.0,50.3903921,-84.5654217,7.609,-7.600000000000023,-7.600000000000023,2.49,2023,6,18,2,3.05,139.0
2023-06-18 02:25:48,,12.0,78.0,27.0,49.0,93.5,279.0,25.0,92.0,561.43,7.214,3.0,50.3903091,-84.5654456,7.214,-7.199999999999989,-7.199999999999989,2.59,2023,6,18,2,3.05,139.0
2023-06-18 02:25:49,,12.0,80.0,27.5,48.0,92.5,250.0,26.0,92.5,568.91,6.892,3.0,50.3902302,-84.5654659,6.892,-7.0,-7.0,2.96,2023,6,18,2,3.05,139.0
2023-06-18 02:25:50,,12.0,79.0,28.0,51.0,92.0,273.0,26.5,93.0,575.79,6.523,3.0,50.390158,-84.5654873,6.523,-6.600000000000023,-6.600000000000023,3.35,2023,6,18,2,3.05,139.0
2023-06-18 02:25:51,,12.0,79.0,28.0,56.0,92.0,311.0,26.5,93.0,582.36,6.381,3.0,50.3900896,-84.5655099,6.381,-6.0,-6.0,3.75,2023,6,18,2,3.05,139.0
2023-06-18 02:25:52,,12.0,83.0,28.5,56.0,97.5,325.0,27.0,95.0,589.13,6.497,3.0,50.3900208,-84.5655413,6.497,-5.600000000000023,-5.600000000000023,4.62,2023,6,18,2,3.05,139.0
2023-06-18 02:25:53,,12.0,83.0,28.5,56.0,97.5,312.0,27.0,95.0,595.69,6.18,3.0,50.3899551,-84.5655757,6.18,-5.199999999999989,-5.199999999999989,5.61,2023,6,18,2,3.05,139.0
2023-06-18 02:25:54,,12.0,82.0,28.0,51.0,95.0,304.0,26.5,93.5,601.97,6.176,3.0,50.3898926,-84.5656098,6.176,-4.800000000000011,-4.800000000000011,6.18,2023,6,18,2,3.05,139.0
2023-06-18 02:25:55,,12.0,84.0,27.0,50.0,93.0,298.0,28.5,92.0,608.05,5.981,3.0,50.3898321,-84.5656426,5.981,-4.399999999999977,-4.399999999999977,6.55,2023,6,18,2,3.05,139.0
2023-06-18 02:25:56,,12.0,85.0,25.0,50.0,88.0,302.0,28.0,90.5,613.8,5.657,3.0,50.3897751,-84.5656745,5.657,-4.0,-4.0,6.79,2023,6,18,2,3.05,139.0
2023-06-18 02:25:57,,12.0,83.0,22.5,48.0,81.5,218.0,25.5,89.5,619.37,5.663,3.0,50.3897196,-84.5657047,5.663,-3.6000000000000227,-3.6000000000000227,6.93,2023,6,18,2,3.05,139.0
2023-06-18 02:25:58,,12.0,82.0,5.0,11.0,85.0,145.0,26.5,95.5,624.83,5.461,3.0,50.3896657,-84.5657356,5.461,-3.1999999999999886,-3.1999999999999886,6.94,2023,6,18,2,3.05,139.0
2023-06-18 02:25:59,,12.0,91.0,14.5,0.0,89.0,277.0,27.0,96.0,630.03,5.272,3.0,50.389614,-84.5657642,5.272,-2.8000000000000114,-2.8000000000000114,6.42,2023,6,18,2,3.05,139.0
2023-06-18 02:26:00,,12.0,91.0,27.5,5.0,92.0,297.0,27.5,96.0,635.02,5.205,3.0,50.3895643,-84.5657911,5.205,-2.6000000000000227,-2.6000000000000227,6.03,2023,6,18,2,3.05,139.0
2023-06-18 02:26:01,,12.0,91.0,28.0,15.0,93.5,302.0,28.5,96.5,639.65,4.9,3.0,50.3895171,-84.5658121,4.9,-2.1999999999999886,-2.1999999999999886,6.17,2023,6,18,2,3.05,139.0
2023-06-18 02:26:02,,12.0,91.0,29.0,25.0,95.0,308.0,29.5,97.0,644.51,4.676,3.0,50.3894666,-84.5658303,4.676,-1.8000000000000114,-1.8000000000000114,6.26,2023,6,18,2,3.05,139.0
2023-06-18 02:26:03,,12.0,90.0,30.0,35.0,96.5,313.0,30.0,97.5,649.4,4.794,3.0,50.389416,-84.5658487,4.794,-1.3999999999999773,-1.3999999999999773,6.51,2023,6,18,2,3.05,139.0
2023-06-18 02:26:04,,12.0,90.0,30.5,45.0,98.0,318.0,31.0,98.0,654.47,5.001,3.0,50.3893633,-84.5658659,5.001,-1.0,-1.0,7.47,2023,6,18,2,3.05,139.0
2023-06-18 02:26:05,,12.0,89.0,31.0,50.0,98.5,318.0,31.5,98.0,659.32,4.885,3.0,50.3893115,-84.5658735,4.885,-0.8000000000000114,-0.8000000000000114,8.11,2023,6,18,2,3.05,139.0
2023-06-18 02:26:06,,12.0,87.0,31.0,50.0,98.5,312.0,31.5,98.0,664.05,4.745,3.0,50.3892608,-84.5658774,4.745,-0.39999999999997726,-0.39999999999997726,7.98,2023,6,18,2,3.05,139.0
2023-06-18 02:26:07,,12.0,86.0,31.0,50.0,98.5,314.0,31.5,98.0,668.65,4.513,3.0,50.3892116,-84.5658767,4.513,0.0,0.0,7.86,2023,6,18,2,3.05,139.0
2023-06-18 02:26:08,,12.0,85.0,31.0,52.0,98.5,309.0,31.5,98.0,673.14,4.339,3.0,50.3891637,-84.5658688,4.339,0.19999999999998863,0.19999999999998863,7.72,2023,6,18,2,3.05,139.0
2023-06-18 02:26:09,,12.0,85.0,30.5,53.0,98.5,305.0,31.5,97.5,677.54,4.34,3.0,50.389117,-84.5658593,4.34,0.6000000000000227,0.6000000000000227,7.66,2023,6,18,2,3.05,139.0
2023-06-18 02:26:10,,12.0,84.0,29.0,52.0,97.5,308.0,31.0,96.5,681.9,4.349,3.0,50.3890712,-84.5658465,4.349,1.0,1.0,7.74,2023,6,18,2,3.05,139.0
2023-06-18 02:26:11,,12.0,84.0,28.5,52.0,97.0,316.0,30.0,95.5,686.28,4.355,3.0,50.3890253,-84.5658318,4.355,1.1999999999999886,1.1999999999999886,7.79,2023,6,18,2,3.05,139.0
2023-06-18 02:26:12,,12.0,83.0,29.5,52.0,97.5,336.0,29.0,94.5,690.69,4.369,3.0,50.3889798,-84.5658144,4.369,1.6000000000000227,1.6000000000000227,7.15,2023,6,18,2,3.05,139.0
2023-06-18 02:26:13,,12.0,82.0,29.5,52.0,97.5,326.0,29.0,94.5,695.12,4.379,3.0,50.3889348,-84.5657937,4.379,2.0,2.0,6.57,2023,6,18,2,3.05,139.0
2023-06-18 02:26:14,,12.0,82.0,29.0,52.0,97.0,316.0,29.0,95.0,699.46,4.384,3.0,50.388891,-84.5657726,4.384,2.1999999999999886,2.1999999999999886,6.55,2023,6,18,2,3.05,139.0
2023-06-18 02:26:15,,12.0,82.0,28.5,51.0,96.5,309.0,28.5,95.5,703.81,4.433,3.0,50.3888466,-84.5657528,4.433,2.6000000000000227,2.6000000000000227,6.47,2023,6,18,2,3.05,139.0
2023-06-18 02:26:16,,12.0,82.0,27.5,51.0,95.5,302.0,28.5,96.0,708.3,4.496,3.0,50.3888007,-84.5657328,4.496,2.8000000000000114,2.8000000000000114,6.45,2023,6,18,2,3.05,139.0
